Unnamed: 0,date,deaths_total,natl_total,natl_ratio,month,region,deaths_total_lag1,deaths_total_lag12,rate,cremations,rate_est,cremations_est
284.0,2020-09-01,1132,24352.0,1.0810032306592023,9,대구,1212.0,1105.0,89.3,1017.0,89.3,1011
285.0,2020-10-01,1185,26488.0,1.1758218451749736,10,대구,1132.0,1097.0,91.8,1064.0,91.8,1088
286.0,2020-11-01,1190,25603.0,1.1365360428123998,11,대구,1185.0,1193.0,89.0,1064.0,89.0,1059
287.0,2020-12-01,1225,26866.0,1.1926015438111914,12,대구,1190.0,1213.0,91.2,1115.0,91.2,1117
288.0,2021-01-01,1289,27223.0,1.2084490369676193,1,대구,1225.0,1326.0,89.5,1152.0,89.5,1154
289.0,2021-02-01,1032,23787.0,1.0559224641791414,2,대구,1289.0,1247.0,89.9,938.0,89.9,928
290.0,2021-03-01,1245,26559.0,1.178973587511406,3,대구,1032.0,1405.0,88.9,1110.0,88.9,1107
291.0,2021-04-01,1208,25071.0,1.1129201706577228,4,대구,1245.0,1206.0,89.5,1078.0,89.5,1081
292.0,2021-05-01,1113,25567.0,1.134937976275617,5,대구,1208.0,1095.0,90.6,1004.0,90.6,1008
293.0,2021-06-01,1093,24381.0,1.0822905620360552,6,대구,1113.0,1077.0,90.3,984.0,90.3,987
294.0,2021-07-01,1185,25732.0,1.1422624479025376,7,대구,1093.0,1160.0,91.1,1082.0,91.1,1080
295.0,2021-08-01,1221,25918.0,1.150519125009248,8,대구,1185.0,1212.0,90.8,1109.0,90.8,1109
296.0,2021-09-01,1203,25662.0,1.139155096303238,9,대구,1221.0,1132.0,91.8,1103.0,91.8,1104
297.0,2021-10-01,1317,27750.0,1.231842955436632,10,대구,1203.0,1185.0,90.9,1197.0,90.9,1197
298.0,2021-11-01,1310,28366.0,1.2591876495104688,11,대구,1317.0,1190.0,91.7,1209.0,91.7,1201
299.0,2021-12-01,1344,31664.0,1.4055883005746137,12,대구,1310.0,1225.0,91.9,1242.0,91.9,1235
300.0,2022-01-01,1357,29842.0,1.3247083775185575,1,대구,1344.0,1289.0,92.0,1248.0,92.0,1248
301.0,2022-02-01,1329,29293.0,1.3003378628326223,2,대구,1357.0,1032.0,91.0,1207.0,91.0,1209
302.0,2022-03-01,2329,44616.0,1.980537127919308,3,대구,1329.0,1245.0,90.9,2119.0,90.9,2117
303.0,2022-04-01,1739,36681.0,1.62829662877013,4,대구,2329.0,1208.0,90.3,1582.0,90.3,1570
304.0,2022-05-01,1340,28902.0,1.282981084613677,5,대구,1739.0,1113.0,91.0,1220.0,91.0,1219
305.0,2022-06-01,1160,24910.0,1.1057732619793337,6,대구,1340.0,1093.0,92.0,1061.0,92.0,1067
306.0,2022-07-01,1208,26073.0,1.1573996892648402,7,대구,1160.0,1185.0,91.8,1104.0,91.8,1109
307.0,2022-08-01,1399,30040.0,1.3334977434708624,8,대구,1208.0,1221.0,91.4,1277.0,91.4,1279
308.0,2022-09-01,1415,29233.0,1.2976744186046512,9,대구,1399.0,1203.0,91.7,1298.0,91.7,1298
309.0,2022-10-01,1376,29790.0,1.3224000591876497,10,대구,1415.0,1317.0,92.8,1270.0,92.8,1277
310.0,2022-11-01,1384,30156.0,1.3386470689782732,11,대구,1376.0,1310.0,91.9,1268.0,91.9,1272
311.0,2022-12-01,1556,33403.0,1.4827837924486424,12,대구,1384.0,1344.0,93.8,1445.0,93.8,1460
312.0,2023-01-01,1527,32658.0,1.449712693284668,1,대구,1556.0,1357.0,92.5,1369.0,92.5,1412
313.0,2023-02-01,1265,27350.0,1.2140866605834917,2,대구,1527.0,1329.0,93.0,1136.0,93.0,1176
314.0,2023-03-01,1351,28944.0,1.2848454955732571,3,대구,1265.0,2329.0,92.9,1212.0,92.9,1255
315.0,2023-04-01,1232,27539.0,1.2224765099016006,4,대구,1351.0,1739.0,94.2,1133.0,94.2,1161
316.0,2023-05-01,1354,28876.0,1.281826925448223,5,대구,1232.0,1340.0,94.9,1253.0,94.9,1285
317.0,2023-06-01,1226,26794.0,1.189405410737626,6,대구,1354.0,1160.0,95.0,1154.0,95.0,1165
318.0,2023-07-01,1301,28141.0,1.2491997336555771,7,대구,1226.0,1208.0,93.0,1213.0,93.0,1210
319.0,2023-08-01,1483,30523.0,1.3549384695060298,8,대구,1301.0,1399.0,93.3,1390.0,93.3,1384
320.0,2023-09-01,1357,28293.0,1.2559471256997703,9,대구,1483.0,1415.0,92.9,1262.0,92.9,1261
321.0,2023-10-01,1353,30793.0,1.3669239685318997,10,대구,1357.0,1376.0,93.5,1266.0,93.5,1265
322.0,2023-11-01,1465,30364.0,1.3478803423019063,11,대구,1353.0,1384.0,94.3,1372.0,94.3,1381
323.0,2023-12-01,1642,32236.0,1.4309798022146043,12,대구,1465.0,1556.0,93.1,1481.0,93.1,1529
